  2.7058968e+000	 -1.8106270e-001	
  2.2782640e+000	 -4.2738362e-001	
  1.7269067e+000	 -1.6862525e-001	
  1.7940179e+000	 -1.7217572e-001	
  4.5398949e-001	  1.5203234e-002	
  3.5521767e+000	  9.6382177e-002	
 -1.1274819e-001	 -4.5291877e-001	
  5.2174518e+000	 -1.3047693e-002	
  3.5453815e+000	 -4.4371022e-001	
  2.4039620e+000	  1.8639196e-002	
  8.2601533e-001	  8.2169822e-002	
  6.7971955e-001	 -1.3811856e-001	
  1.7946603e+000	  1.9158433e-001	
  3.7117118e+000	 -1.1337106e-001	
  1.3444046e+000	 -6.0460358e-002	
  4.7335578e+000	 -3.7430278e-002	
  1.7330742e+000	 -1.5212236e-001	
  9.0312276e-001	  1.4598833e-001	
  2.1592520e+000	 -2.9055089e-001	
  3.5408597e+000	 -4.2206936e-001	
  1.9196553e+000	 -2.5805777e-001	
  3.2101208e+000	  1.8403737e-001	
  2.1513333e+000	 -1.6404552e-002	
  3.1828612e+000	  4.6976412e-002	
  3.1759899e+000	  4.0178656e-001	
  1.8337480e+000	 -5.0089746e-002	
  4.5696885e+000	 -6.9890524e-002	
  1.0385495e+000	 -8.6341533e-003	
  2.0421843e+000	 -4.2176787e-002	
  1.4183866e+000	  4.5632069e-002	
  2.9965676e+000	 -1.8116052e-001	
  2.9264501e+000	 -1.9085429e-001	
 -3.4570864e-001	 -5.4231669e-001	
  4.8723130e-001	 -1.5332965e-001	
  2.0729263e+000	 -4.1570930e-001	
  4.6188694e+000	  3.1353674e-003	
 -9.4367588e-002	 -1.3715805e-001	
  3.0415107e+000	 -1.4092609e-001	
  5.1833687e+000	 -4.5313506e-001	
  4.1593759e+000	  1.0544313e-001	
  1.7758967e+000	  1.4301130e-001	
  9.6325568e-001	  5.3828803e+000	
  1.1673140e+000	  4.8047398e+000	
  1.0324381e+000	  3.6069073e+000	
  2.9695700e-001	  5.6718179e+000	
  1.4284976e+000	  5.1256493e+000	
  5.2682716e-001	  3.1262957e+000	
  3.3548262e-001	  4.4478449e+000	
  9.9339093e-001	  4.9231812e+000	
  5.2240357e-001	  4.2179547e+000	
  5.2440490e-001	  4.3916576e+000	
  7.3894657e-001	  3.8514217e+000	
  3.0468720e-001	  4.1614532e+000	
  4.6118950e-001	  5.0714238e+000	
  1.3954506e-001	  5.0307717e+000	
  1.4757235e+000	  3.9848246e+000	
  1.0834165e-001	  4.0766326e+000	
  9.8277175e-001	  5.2897019e+000	
  2.7849461e-001	  5.2332999e+000	
 -6.1265991e-002	  5.5591352e+000	
  7.3300028e-001	  4.6300543e+000	
  1.0364815e+000	  5.1809338e+000	
 -5.9861260e-001	  5.1467527e+000	
  4.4007064e-001	  4.1083814e+000	
  6.0131748e-001	  4.3854707e+000	
  5.8599746e-001	  4.4710558e+000	
  1.9858245e+000	  5.3478919e+000	
  2.1602816e-001	  5.1303232e+000	
  1.0057872e+000	  4.7993351e+000	
  1.9290434e+000	  4.6719243e+000	
  3.2930277e-001	  5.4616728e+000	
  9.3155390e-001	  5.6573624e+000	
  1.4209111e+000	  4.2779785e+000	
  1.5967135e+000	  3.5757842e+000	
  9.9574643e-001	  5.6529326e+000	
 -5.6049224e-002	  4.9862714e+000	
  5.7353995e-001	  4.0424734e+000	
  1.2392922e+000	  5.2203815e+000	
  8.7222236e-001	  4.4036135e+000	
  1.2195520e+000	  5.0426449e+000	
  1.0161924e+000	  3.7983079e+000	
  5.3934328e-001	  4.0873385e+000	
