  3.6363885e+000	  3.0122996e-002	
  3.3270509e+000	 -2.6532359e-001	
  3.7836440e+000	 -5.6800611e-001	
  4.4540429e+000	  1.0172556e-001	
  4.1269928e+000	 -3.6140888e-001	
  3.8780620e+000	  1.5055848e-002	
  3.8772158e+000	  3.5377612e-001	
  3.9672765e+000	 -1.3592575e-001	
  3.9634364e+000	 -3.2952594e-002	
  3.2705982e+000	 -1.8667203e-002	
  3.5979711e+000	 -2.6974784e-001	
  4.8959237e+000	 -3.1087687e-001	
  3.6622680e+000	 -5.5727005e-001	
  4.0529221e+000	 -1.7505396e-001	
  3.4577372e+000	 -2.3233235e-001	
  3.8992079e+000	 -1.0466328e-002	
  4.2027994e+000	 -3.2018504e-001	
  3.6927604e+000	 -1.1535786e-001	
  3.5791984e+000	 -8.0548019e-001	
  3.9421767e+000	 -2.3354968e-001	
  3.5686320e+000	 -1.6948272e-001	
  3.4891051e+000	 -3.2927878e-001	
  3.7365700e+000	 -4.2381853e-002	
  3.6563580e+000	 -5.6497764e-001	
  4.0774578e+000	 -4.7405409e-001	
  3.5864261e+000	 -4.7030001e-001	
  4.2760660e+000	 -3.5404982e-001	
  3.3005230e+000	  1.9491725e-001	
  3.8527102e+000	 -1.6768646e-002	
  4.1486294e+000	  2.0432310e-001	
  3.7626604e+000	 -6.6907730e-001	
  3.6641013e+000	 -1.1431584e-001	
  3.3988377e+000	  3.9079944e-001	
  3.6744261e+000	 -1.1434287e-002	
  4.4714809e+000	  1.5380427e-001	
  3.6546049e+000	 -6.3445642e-001	
  3.9865143e+000	 -2.7068580e-002	
  3.6242319e+000	  2.2745959e-001	
  4.2584062e+000	  1.8939484e-001	
  3.7315029e+000	 -1.2871765e-001	
  3.8219533e+000	 -2.1878749e-001	
  7.7426181e-003	  3.5239666e+000	
 -1.0849266e-001	  1.6097165e+000	
  3.7097868e-001	  5.7210525e+000	
 -1.1586105e-001	  4.9476285e+000	
 -4.5939083e-001	  6.0979244e+000	
 -2.6661988e-001	  3.9869803e+000	
 -2.1690376e-001	  4.9303122e+000	
  6.9402851e-002	  2.7082166e+000	
 -1.3670028e-001	  3.1147893e+000	
 -1.8346994e-002	  3.7848715e+000	
  6.2686433e-001	  5.5145194e+000	
  1.8625960e-001	  3.4349562e+000	
  8.3699029e-002	  4.0093129e+000	
  2.6959144e-001	  5.3000803e+000	
  3.2790166e-001	  5.7917220e+000	
  4.8477901e-002	  4.4801339e+000	
 -3.8496944e-001	  4.0279484e+000	
 -3.5894698e-001	  4.1923660e+000	
 -2.3379463e-002	  3.5764663e+000	
  1.0251317e-001	  2.8968476e+000	
 -2.9120726e-001	  5.4211157e+000	
 -2.3889499e-001	  2.0990177e-001	
 -7.6766875e-002	  4.3833528e+000	
 -2.2155261e-001	  5.4032170e+000	
 -3.7726461e-001	  3.8517673e+000	
 -1.5144078e-001	  2.9248839e+000	
 -7.4694685e-001	  3.8712537e+000	
  5.0266982e-001	  4.7666242e+000	
 -2.8519849e-001	  6.1161589e+000	
  1.6444791e-001	  4.0852645e+000	
 -4.9727550e-001	  4.8312305e+000	
 -2.3195064e-001	  6.5185550e+000	
  8.9876726e-002	  4.1485175e+000	
 -4.4541214e-001	  3.0378481e+000	
 -1.9462670e-001	  3.4184362e+000	
 -1.5139408e-001	  5.7095211e+000	
 -6.4329438e-002	  2.7187644e+000	
 -2.1945714e-001	  5.2114531e+000	
 -2.6098958e-001	  2.0048037e+000	
 -2.9955742e-001	  5.4072878e+000	
 -1.9176898e-001	  4.3020527e+000	
  5.1925808e+000	  5.3097100e+000	
  4.4855694e+000	  7.4102947e+000	
  5.5300932e+000	  5.7730725e+000	
  4.0810968e+000	  6.4980213e+000	
  5.6916861e+000	  6.4551312e+000	
